Time,THR,RPM,SSM,TWAT,TAIR,AFR,AFR_WBL,AFR_WBL/AFR,COEFF,DGTC_RICH,DGTC_LEAN,DGTC_PRESS,UOZ,FAZ,INJ,InjDC,AIR,GBC,SPD,ErrCnt,Err,fSTOP,fXX,fXXFix,fPOW,fFUELOFF,fDETZONE,fDET,fADS,fLAMREG,fLAM,fLEARN,PXX_ZONE,PRESS,PRESS_RT,KGBC,KGBC_DAD,Marker,fIgnCut,fFlatShift,RawKnock,KnockSPAttnr,KnockSPFilterFreq,KnockSPBaseADC,KnockAttnr,KnockAttnrCorr,RPM40,RPM10,DFRXX,JUFRXX,JFRXX1,JFRXX2,Tchrg,Ktchrg,TBL_UOZ,TBL_AFR,AFR_WBL_A,GBC_MAF,GBC_MAP,AIR_MAF,AIR_MAP,USM,Ubat,DiffFPress,KGTC_DFP,ADCmaf,ADCmap,ADCtwat,ADCtair,ADCtps,ADClam,Gear,ErrEx1,ErrEx2,ErrEx3,Knock,C1Rtrd,C2Rtrd,C3Rtrd,C4Rtrd,C5Rtrd,C6Rtrd,C7Rtrd,C8Rtrd,IWGDC,WGDC,IgnMode,OvercurrCnt,LaunchTime,LaunchRPM,CutOffRPM,CutOffDelta,Noise,ComKnockThld,C1Knock,C2Knock,C3Knock,C4Knock,C5Knock,C6Knock,C7Knock,C8Knock,C1KnockThld,C2KnockThld,C3KnockThld,C4KnockThld,C5KnockThld,C6KnockThld,C7KnockThld,C8KnockThld
0.520,0,807,18,85,37,14.7,14.81,1.008,1,0,0,0,12.5,312,2.496,1,20,134.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56.2,38,0.344,1,0,0,0,0,0,0,0,0,0,800,810,800,800,1090,1400,72,0.254,26,14.18,14.81,0,134.17,0,20,18,13.038,350.72,1,0.703,0.703,0.566,3.125,0.645,0.02,0,,,,88,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,28,189,1051,88,62,113,57,44,61,0,39321,239,188,261,171,129,163,26222,39321
0.580,0,813,18,85,37,14.7,14.81,1.008,1,0,0,0,12.5,312,2.496,1,20,134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.97,37,0.344,1,0,0,0,0,0,0,0,0,0,800,810,800,800,1090,1400,72,0.254,26,14.18,14.81,0,134,0,20,18,13.038,350.72,1,0.723,0.723,0.566,3.125,0.645,0.02,0,,,,96,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,28,189,1051,88,64,96,57,44,61,0,39321,239,188,261,171,129,163,26222,39321
0.640,0,809,18,85,37,14.7,14.76,1.004,1,0,0,0,12.5,312,2.488,1,19,133.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.97,37,0.344,1,0,0,0,0,0,0,0,0,0,800,810,800,800,1090,1400,72,0.254,26,14.18,14.76,0,133.83,0,19,18,13.038,350.72,1,0.703,0.703,0.566,3.125,0.645,0.02,0,,,,61,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,28,189,1051,88,64,96,57,49,61,0,39321,239,188,261,171,129,165,26222,39321
0.700,0,814,18,85,37,14.7,14.93,1.016,1,0,0,0,12.5,312,2.488,1,20,133.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.97,37,0.344,1,0,0,0,0,0,0,0,0,0,800,810,800,800,1090,1400,72,0.254,26,14.18,14.93,0,133.67,0,20,18,13.038,350.72,1,0.703,0.703,0.566,3.125,0.645,0.02,0,,,,66,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,28,189,1051,88,66,96,57,49,61,0,39321,239,188,261,171,129,165,26222,39321
0.760,0,797,18,85,37,14.7,14.87,1.012,1,0,0,0,13,312,2.488,1,19,133.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.97,37,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,72,0.254,26,14.18,14.87,0,133.67,0,19,18,13.038,350.72,1,0.723,0.723,0.566,3.105,0.645,0.02,0,,,,57,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,28,189,1051,88,66,100,57,49,61,0,39321,239,188,261,171,129,165,26222,39321
0.820,0,804,18,85,37,14.7,14.87,1.012,1,0,0,0,13,312,2.488,1,19,133.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.97,37,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,72,0.254,26,14.18,14.87,0,133.83,0,19,18,13.038,350.72,1,0.703,0.703,0.566,3.105,0.645,0.02,0,,,,86,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,28,189,1051,86,66,100,57,44,62,0,39321,239,188,261,171,129,165,26222,39321
0.880,0,803,18,85,37,14.7,14.81,1.008,1,0,0,0,13,312,2.472,1,19,133.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.97,37,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,72,0.254,26,14.18,14.81,0,133.83,0,19,18,13.112,350.72,1,0.703,0.703,0.566,3.105,0.645,0.02,0,,,,91,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,28,189,1051,86,62,91,57,44,62,0,39321,239,188,261,171,129,165,26222,39321
0.940,0,812,18,85,37,14.7,14.87,1.012,1,0,0,0,12.5,312,2.48,1,20,134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56.2,38,0.344,1,0,0,0,0,0,0,0,0,0,800,810,800,800,1090,1400,72,0.254,26,14.18,14.87,0,134,0,20,18,13.112,350.72,1,0.703,0.703,0.566,3.105,0.645,0.02,0,,,,59,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,28,189,1051,86,62,91,61,39,59,0,39321,239,188,261,171,126,165,26222,39321
1.000,0,813,18,85,37,14.7,14.93,1.016,1,0,0,0,12.5,312,2.472,1,20,133.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.97,37,0.344,1,0,0,0,0,0,0,0,0,0,800,810,800,800,1090,1400,72,0.254,26,14.18,14.93,0,133.83,0,20,18,13.112,350.72,1,0.703,0.703,0.566,3.105,0.645,0.02,0,,,,61,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,28,189,1051,73,61,91,61,39,59,0,39321,236,188,261,171,126,165,26222,39321
1.060,0,788,18,85,37,14.7,14.87,1.012,1,0,0,0,14,312,2.472,1,19,133.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.97,37,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,72,0.254,26,14.18,14.87,0,133.83,0,19,18,13.112,350.72,1,0.703,0.703,0.566,3.105,0.645,0.02,0,,,,64,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,28,189,1051,73,61,100,64,39,59,0,39321,236,188,261,174,126,165,26222,39321
1.120,0,787,18,85,37,14.7,14.93,1.016,1,0,0,0,14,312,2.48,1,19,134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56.2,38,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,72,0.254,26,14.18,14.93,0,134,0,19,18,13.112,350.72,1,0.703,0.703,0.566,3.105,0.645,0.02,0,,,,88,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,28,189,1051,88,61,100,64,44,64,0,39321,236,188,261,174,126,165,26222,39321
1.180,0,785,18,85,38,14.7,14.99,1.02,1,0,0,0,14,312,2.48,1,19,134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56.2,38,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,72,0.254,26,14.18,14.99,0,134,0,19,18,13.038,350.72,1,0.723,0.723,0.566,3.105,0.645,0.02,0,,,,96,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,28,189,1051,88,62,96,64,44,64,0,39321,236,188,261,174,126,165,26222,39321
