Time,THR,RPM,SSM,TWAT,TAIR,AFR,AFR_WBL,AFR_WBL/AFR,COEFF,DGTC_RICH,DGTC_LEAN,DGTC_PRESS,UOZ,FAZ,INJ,InjDC,AIR,GBC,SPD,ErrCnt,Err,fSTOP,fXX,fXXFix,fPOW,fFUELOFF,fDETZONE,fDET,fADS,fLAMREG,fLAM,fLEARN,PXX_ZONE,PRESS,PRESS_RT,KGBC,KGBC_DAD,Marker,fIgnCut,fFlatShift,RawKnock,KnockSPAttnr,KnockSPFilterFreq,KnockSPBaseADC,KnockAttnr,KnockAttnrCorr,RPM40,RPM10,DFRXX,JUFRXX,JFRXX1,JFRXX2,Tchrg,Ktchrg,TBL_UOZ,TBL_AFR,AFR_WBL_A,GBC_MAF,GBC_MAP,AIR_MAF,AIR_MAP,USM,Ubat,DiffFPress,KGTC_DFP,ADCmaf,ADCmap,ADCtwat,ADCtair,ADCtps,ADClam,Gear,ErrEx1,ErrEx2,ErrEx3,Knock,C1Rtrd,C2Rtrd,C3Rtrd,C4Rtrd,C5Rtrd,C6Rtrd,C7Rtrd,C8Rtrd,IWGDC,WGDC,IgnMode,OvercurrCnt,LaunchTime,LaunchRPM,CutOffRPM,CutOffDelta,Noise,ComKnockThld,C1Knock,C2Knock,C3Knock,C4Knock,C5Knock,C6Knock,C7Knock,C8Knock,C1KnockThld,C2KnockThld,C3KnockThld,C4KnockThld,C5KnockThld,C6KnockThld,C7KnockThld,C8KnockThld
0.540,0,804,23,80,51,14.7,17.23,1.172,1,0,0,0,13,312,2.608,1,21,142.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59.12,41,0.32,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,72,0.254,21,13.95,16.65,0,142.5,0,21,23,12.892,345.6,1,0.762,0.762,0.664,2.422,0.254,0.02,0,,,,51,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,27,60,333,62,52,64,49,51,42,0,39321,208,143,185,120,151,112,26222,39321
0.600,0,812,23,80,51,14.7,17.23,1.172,1,0,0,0,12.5,312,2.608,1,21,142.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58.89,40,0.32,1,0,0,0,0,0,0,0,0,0,800,810,800,800,1090,1400,72,0.254,21,13.95,16.77,0,142.33,0,21,23,12.892,345.6,1,0.762,0.762,0.664,2.422,0.254,0.02,0,,,,51,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,27,60,333,88,51,64,49,51,39,0,39321,208,143,185,120,151,112,26222,39321
0.660,0,813,23,80,51,14.7,17.14,1.166,1,0,0,0,12.5,312,2.608,1,21,142.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58.89,40,0.32,1,0,0,0,0,0,0,0,0,0,800,810,800,800,1090,1400,72,0.254,21,13.95,16.71,0,142.17,0,21,23,12.892,345.6,1,0.762,0.762,0.664,2.422,0.254,0.02,0,,,,45,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,27,60,333,88,51,69,45,51,39,0,39321,208,143,188,120,151,112,26222,39321
0.720,0,819,23,80,51,14.7,17.23,1.172,1,0,0,0,12,312,2.608,1,21,142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58.89,40,0.32,1,0,0,0,0,0,0,0,0,0,800,820,800,800,1090,1400,72,0.254,21,13.95,16.82,0,142,0,21,23,12.892,345.6,1,0.762,0.762,0.664,2.422,0.254,0.02,0,,,,88,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,27,60,333,88,51,69,45,68,42,0,39321,210,143,188,120,154,112,26222,39321
0.780,0,807,23,80,51,14.7,17.14,1.166,1,0,0,0,12.5,312,2.6,1,21,142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58.89,40,0.32,1,0,0,0,0,0,0,0,0,0,800,810,800,800,1090,1400,72,0.254,21,13.95,16.82,0,142,0,21,23,12.892,345.6,1,0.762,0.762,0.664,2.422,0.254,0.02,0,,,,66,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,27,60,333,88,49,66,45,68,42,0,39321,210,140,188,120,154,112,26222,39321
0.840,0,795,23,80,51,14.7,17.14,1.166,1,0,0,0,13,312,2.608,1,20,142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58.89,40,0.32,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,72,0.254,21,13.95,16.77,0,142,0,20,23,12.892,345.6,1,0.762,0.762,0.664,2.422,0.254,0.02,0,,,,59,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,27,60,333,88,49,66,52,59,42,0,39321,210,140,188,123,154,112,26222,39321
0.900,0,803,23,80,51,14.7,17.14,1.166,1,0,0,0,13,312,2.608,1,21,142.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59.12,41,0.32,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,72,0.254,21,13.95,16.71,0,142.33,0,21,23,12.892,345.6,1,0.762,0.762,0.664,2.422,0.254,0.02,0,,,,52,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,27,60,333,86,52,66,52,59,37,0,39321,213,140,188,123,154,112,26222,39321
0.960,0,793,23,80,51,14.7,17.07,1.161,1,0,0,0,14,312,2.608,1,21,142.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59.12,41,0.32,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,72,0.254,21,13.95,16.65,0,142.33,0,21,23,12.892,345.6,1,0.801,0.801,0.664,2.422,0.254,0.02,0,,,,52,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,27,60,333,86,52,64,52,59,37,0,39321,213,140,188,123,154,112,26222,39321
1.020,0,798,23,80,51,14.7,17.07,1.161,1,0,0,0,13,312,2.616,1,21,142.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59.34,41,0.32,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,72,0.254,21,13.95,16.59,0,142.83,0,21,23,12.892,345.6,1,0.762,0.762,0.664,2.422,0.254,0.02,0,,,,69,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,27,60,333,69,52,64,52,61,39,0,39321,213,140,188,123,157,109,26222,39321
1.080,0,804,23,80,51,14.7,17.07,1.161,1,0,0,0,13,312,2.616,1,21,142.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59.12,41,0.32,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,72,0.254,21,13.95,16.54,0,142.67,0,21,23,12.892,345.6,1,0.762,0.762,0.664,2.422,0.254,0.02,0,,,,59,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,27,60,333,69,49,59,52,61,39,0,39321,213,140,185,123,157,109,26222,39321
