Time,THR,RPM,SSM,TWAT,TAIR,AFR,AFR_WBL,AFR_WBL/AFR,COEFF,DGTC_RICH,DGTC_LEAN,DGTC_PRESS,UOZ,FAZ,INJ,InjDC,AIR,GBC,SPD,ErrCnt,Err,fSTOP,fXX,fXXFix,fPOW,fFUELOFF,fDETZONE,fDET,fADS,fLAMREG,fLAM,fLEARN,PXX_ZONE,PRESS,PRESS_RT,KGBC,KGBC_DAD,Marker,fIgnCut,fFlatShift,RawKnock,KnockSPAttnr,KnockSPFilterFreq,KnockSPBaseADC,KnockAttnr,KnockAttnrCorr,RPM40,RPM10,DFRXX,JUFRXX,JFRXX1,JFRXX2,Tchrg,Ktchrg,TBL_UOZ,TBL_AFR,AFR_WBL_A,GBC_MAF,GBC_MAP,AIR_MAF,AIR_MAP,USM,Ubat,DiffFPress,KGTC_DFP,ADCmaf,ADCmap,ADCtwat,ADCtair,ADCtps,ADClam,Gear,ErrEx1,ErrEx2,ErrEx3,Knock,C1Rtrd,C2Rtrd,C3Rtrd,C4Rtrd,C5Rtrd,C6Rtrd,C7Rtrd,C8Rtrd,IWGDC,WGDC,IgnMode,OvercurrCnt,LaunchTime,LaunchRPM,CutOffRPM,CutOffDelta,Noise,ComKnockThld,C1Knock,C2Knock,C3Knock,C4Knock,C5Knock,C6Knock,C7Knock,C8Knock,C1KnockThld,C2KnockThld,C3KnockThld,C4KnockThld,C5KnockThld,C6KnockThld,C7KnockThld,C8KnockThld
0.380,0,798,21,103,58,14.7,13.29,0.904,1,0,0,0,10,312,2.584,1,20,139.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.72,35,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,90,0.254,26.5,14.3,12.58,0,139.5,0,20,21,12.819,353.28,1,0.645,0.645,0.352,2.09,0.625,0.02,0,,,,56,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,259,1440,66,52,62,56,62,52,0,39321,177,146,191,146,160,135,26222,39321
0.440,0,797,21,103,58,14.7,13.29,0.904,1,0,0,0,10,312,2.584,1,20,139.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.72,35,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,90,0.254,26.5,14.3,12.75,0,139.5,0,20,21,12.819,353.28,1,0.664,0.664,0.352,2.09,0.625,0.02,0,,,,49,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,259,1440,66,52,62,56,52,49,0,39321,177,146,191,146,157,135,26222,39321
0.500,0,797,21,103,58,14.7,13.29,0.904,1,0,0,0,10,312,2.584,1,20,139.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.72,35,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,90,0.254,26.5,14.3,12.75,0,139.5,0,20,21,12.819,353.28,1,0.645,0.645,0.352,2.09,0.625,0.02,0,,,,57,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,259,1440,64,51,57,56,52,49,0,39321,177,146,191,146,157,135,26222,39321
0.560,0,798,21,103,58,14.7,13.29,0.904,1,0,0,0,10,312,2.584,1,20,139.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.72,35,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,90,0.254,26.5,14.3,12.69,0,139.5,0,20,21,12.819,353.28,1,0.664,0.664,0.352,2.09,0.625,0.02,0,,,,51,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,259,1440,64,51,57,47,51,49,0,39321,177,146,191,143,157,135,26222,39321
0.620,0,797,21,103,58,14.7,13.29,0.904,1,0,0,0,10,312,2.584,1,20,139.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.72,35,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,90,0.254,26.5,14.3,12.69,0,139.5,0,20,21,12.819,353.28,1,0.645,0.645,0.352,2.09,0.625,0.02,0,,,,47,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,259,1440,61,47,57,47,51,42,0,39321,177,143,191,143,157,135,26222,39321
0.680,0,794,21,103,58,14.7,13.29,0.904,1,0,0,0,11,312,2.576,1,20,139.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.72,35,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,90,0.254,26.5,14.3,12.75,0,139.5,0,20,21,12.892,353.28,1,0.645,0.645,0.352,2.09,0.625,0.02,0,,,,54,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,259,1440,61,47,62,54,51,42,0,39321,177,143,191,143,157,135,26222,39321
0.740,0,791,21,103,58,14.7,13.29,0.904,1,0,0,0,11,312,2.576,1,20,139.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.72,35,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,90,0.254,26.5,14.3,12.75,0,139.5,0,20,21,12.892,353.28,1,0.645,0.645,0.352,2.09,0.625,0.02,0,,,,51,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,259,1440,61,47,62,54,51,51,0,39321,177,143,191,143,157,135,26222,39321
0.800,0,792,21,103,58,14.7,13.29,0.904,1,0,0,0,11,312,2.576,1,20,139.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.72,35,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,90,0.254,26.5,14.3,12.69,0,139.5,0,20,21,12.819,353.28,1,0.664,0.664,0.352,2.09,0.625,0.02,0,,,,66,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,259,1440,62,47,66,54,51,51,0,39321,177,143,191,143,157,135,26222,39321
0.860,0,794,21,103,58,14.7,13.29,0.904,1,0,0,0,11,312,2.584,1,20,139.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.72,35,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,90,0.254,26.5,14.3,12.69,0,139.5,0,20,21,12.819,353.28,1,0.664,0.664,0.352,2.09,0.625,0.02,0,,,,54,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,259,1440,62,47,66,52,54,51,0,39321,177,143,191,143,154,135,26222,39321
0.920,0,796,21,103,58,14.7,13.23,0.9,1,0,0,0,10,312,2.584,1,20,139.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.72,35,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,90,0.254,26.5,14.3,12.69,0,139.5,0,20,21,12.819,353.28,1,0.645,0.645,0.352,2.09,0.625,0.02,0,,,,59,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,259,1440,59,47,66,52,54,47,0,39321,177,143,191,143,154,135,26222,39321
